DATE,USD/EURO,OIL,DOW JONES,J&J,AMOZON,APPLE,BERKSHIRE,GOOGLE,Volume,Close
8/21/14,0.7529,93.96,17039.49023,104.190002,332.910004,100.580002,136.809998,592.419983,2638920000,1992.369995
8/22/14,0.7551,93.65,17001.2207,103.099998,331.589996,101.32,135.75,592.539978,2301860000,1988.400024
8/25/14,0.758,93.35,17076.86914,103.230003,334.019989,101.540001,136.229996,590.570007,2233880000,1997.920044
8/26/14,0.7593,93.86,17106.69922,103.440002,341.829987,100.889999,136.25,588.119995,2451950000,2000.02002
8/27/14,0.758,93.88,17122.00977,103.220001,343.179993,102.129997,136.520004,583,2344350000,2000.119995
8/28/14,0.7586,94.55,17079.57031,102.949997,340.019989,102.25,136.110001,580.320007,2282400000,1996.73999
8/29/14,0.7614,95.96,17098.44922,103.730003,339.040009,102.5,137.25,582.359985,2259130000,2003.369995
9/2/14,0.7614,92.88,17067.56055,103.360001,342.380005,103.300003,137.960007,588.630005,2819980000,2002.280029
9/3/14,0.7604,95.54,17078.2793,103.760002,339,98.940002,137.729996,589.52002,2809980000,2000.719971
9/4/14,0.7725,94.45,17069.58008,103.839996,345.950012,98.120003,137.949997,593.140015,3072410000,1997.650024
9/5/14,0.7722,93.29,17137.35938,104.419998,346.380005,98.970001,138.070007,597.780029,2818300000,2007.709961
9/8/14,0.7753,92.66,17111.41992,104.050003,342.339996,98.360001,138.279999,601.630005,2789090000,2001.540039
9/9/14,0.773,92.75,17013.86914,103.800003,329.75,97.989998,136.889999,591.969971,2882830000,1988.439941
9/10/14,0.7742,91.67,17068.71094,104.989998,331.329987,101,137.720001,593.419983,2912430000,1995.689941
9/11/14,0.7736,92.83,17049,104.550003,330.519989,101.43,137.919998,591.109985,2941690000,1997.449951
9/12/14,0.7713,92.27,16987.50977,104.580002,331.190002,101.660004,137.089996,584.900024,3206570000,1985.540039
9/15/14,0.7727,92.92,17031.14063,104.720001,323.890015,101.629997,138.039993,581.640015,2776530000,1984.130005
9/16/14,0.7716,94.88,17131.9707,105.879997,327.76001,100.860001,138.690002,588.780029,3160310000,1998.97998
9/17/14,0.7772,94.42,17156.84961,106.190002,324,101.580002,139.610001,593.289978,3209420000,2001.569946
9/18/14,0.7739,93.07,17265.99023,107.349998,325,101.790001,141.279999,597.27002,3235340000,2011.359985
9/19/14,0.7794,92.41,17279.74023,107.989998,331.320007,100.959999,140.559998,605.400024,4880220000,2010.400024
9/22/14,0.7782,91.52,17172.67969,107.879997,324.5,101.059998,139.259995,597.27002,3349670000,1994.290039
9/23/14,0.7784,91.56,17055.86914,107.459999,323.630005,102.639999,138.779999,591.179993,3279350000,1982.77002
9/24/14,0.7824,92.8,17210.06055,108.639999,328.209991,101.75,139.949997,598.419983,3313850000,1998.300049
9/25/14,0.7843,92.53,16945.80078,107.099998,321.929993,97.870003,137.089996,585.25,3273050000,1965.98999
9/26/14,0.7884,93.54,17113.15039,107.099998,323.209991,100.75,138.679993,587.900024,2929440000,1982.849976
9/29/14,0.7883,94.57,17071.2207,106.540001,321.820007,100.110001,138.330002,587.809998,3094440000,1977.800049
9/30/14,0.7916,91.16,17042.90039,106.589996,322.440002,100.75,138.139999,588.409973,3951100000,1972.290039
10/1/14,0.7922,90.73,16804.71094,104.300003,317.459991,99.18,136.619995,579.630005,4188590000,1946.160034
10/2/14,0.7893,91.01,16801.05078,103.849998,318.410004,99.900002,137.639999,580.880005,4012510000,1946.170044
10/3/14,0.7989,89.74,17009.68945,105.129997,322.73999,99.620003,139.5,586.25,3560970000,1967.900024
10/6/14,0.7903,90.34,16991.91016,104.860001,322.200012,99.620003,139.160004,587.780029,3358220000,1964.819946
10/7/14,0.7893,88.85,16719.39063,102.389999,316.980011,98.75,136.720001,574.099976,3687870000,1935.099976
10/8/14,0.7853,87.31,16994.2207,104.910004,322.700012,100.800003,139.940002,583.73999,4441890000,1968.890015
10/9/14,0.788,85.77,16659.25,102.080002,315.369995,101.019997,137.089996,570.809998,4344020000,1928.209961
10/10/14,0.7919,85.82,16544.09961,101.230003,311.390015,100.730003,136.759995,555.190002,4550540000,1906.130005
10/13/14,0.7842,85.74,16321.07031,99.120003,306.450012,99.809998,136.380005,544.75,4352580000,1874.73999
10/14/14,0.79,81.84,16315.19043,97.010002,308.309998,98.75,137.389999,548.690002,4812010000,1877.699951
10/15/14,0.779,81.78,16141.74023,98.209999,305.970001,97.540001,135.639999,540.72998,6090800000,1862.48999
10/16/14,0.7807,82.7,16117.24023,96.779999,302.859985,96.260002,134.699997,536.919983,5073150000,1862.76001
10/17/14,0.7835,82.75,16380.41016,98.699997,303.640015,97.669998,137.089996,522.969971,4482120000,1886.76001
10/20/14,0.7813,82.71,16399.66992,99.199997,306.209991,99.760002,137.229996,532.380005,3331210000,1904.01001
10/21/14,0.7864,82.81,16614.81055,100.360001,315.329987,102.470001,138.970001,538.030029,3987090000,1941.280029
10/22/14,0.7905,80.52,16461.32031,101.220001,312.970001,102.989998,137.649994,542.690002,3761930000,1927.109985
10/23/14,0.7908,82.09,16677.90039,102.629997,313.179993,104.830002,138.679993,553.650024,3789250000,1950.819946
10/24/14,0.7893,81.01,16805.41016,103.129997,287.059998,105.220001,139.399994,548.900024,3078380000,1964.579956
10/27/14,0.7875,81,16817.93945,104.07,289.970001,105.110001,139.529999,549.880005,3538860000,1961.630005
10/28/14,0.7853,81.42,17005.75,104.790001,295.589996,106.739998,140.460007,558.940002,3653260000,1985.050049
10/29/14,0.7916,82.2,16974.31055,105.559998,294.119995,107.339996,139.990005,558.450012,3740350000,1982.300049
10/30/14,0.7929,81.12,17195.41992,107.040001,299.070007,106.980003,139.539993,560.27002,3586150000,1994.650024
10/31/14,0.7984,80.54,17390.51953,107.779999,305.459991,108,140.160004,567.869995,4292290000,2018.050049
11/3/14,0.8012,78.78,17366.24023,107.459999,305.720001,109.400002,140.809998,563.77002,3555440000,2017.810059
11/4/14,0.7971,77.19,17383.83984,108.620003,302.809998,108.599998,142.179993,564.190002,3956260000,2012.099976
11/5/14,0.8009,78.68,17484.5293,108.82,296.519989,108.860001,142.919998,555.950012,3766590000,2023.569946
11/6/14,0.8081,77.91,17554.4707,109.010002,296.640015,108.699997,143.289993,551.690002,3669770000,2031.209961
11/7/14,0.803,78.65,17573.92969,108.199997,299.859985,109.010002,143.610001,551.820007,3704280000,2031.920044
11/10/14,0.8051,77.4,17613.74023,108.82,305.109985,108.830002,145.050003,558.22998,3284940000,2038.26001
11/11/14,0.8016,77.94,17614.90039,108.910004,312.01001,109.699997,144.949997,561.289978,2958320000,2039.680054
11/12/14,0.8039,77.18,17612.19922,108.75,311.51001,111.25,145.520004,558.25,3246650000,2038.25
11/13/14,0.8015,74.21,17652.78906,109.07,316.480011,112.82,146.289993,556.440002,3455270000,2039.329956
11/14/14,0.7985,75.82,17634.74023,108.160004,327.820007,114.18,145.520004,555.190002,3227130000,2039.819946
11/17/14,0.8032,75.64,17647.75,108.300003,323.049988,113.989998,145.369995,546.640015,3152890000,2041.319946
11/18/14,0.7976,74.61,17687.82031,108.830002,324.929993,115.470001,145.809998,544.51001,3416190000,2051.800049
11/19/14,0.7965,74.58,17685.73047,108.760002,326.540009,114.669998,145.649994,547.200012,3390850000,2048.719971
11/20/14,0.7975,75.58,17719,108.18,330.540009,116.309998,145.720001,543.76001,3128290000,2052.75
11/21/14,0.8071,76.51,17810.06055,107.860001,332.630005,116.470001,146.699997,545.890015,3916420000,2063.5
11/24/14,0.8037,75.78,17817.90039,106.879997,335.640015,118.629997,147.270004,547.47998,3128060000,2069.409912
11/25/14,0.8016,74.09,17814.93945,106.699997,335.040009,117.599998,147.809998,549.22998,3392940000,2067.030029
11/26/14,0.7996,73.69,17827.75,107.209999,333.570007,119,148.190002,547.72998,2745260000,2072.830078
11/28/14,0.8031,66.15,17828.24023,108.25,338.640015,118.93,148.690002,549.080017,2504640000,2067.560059
12/1/14,0.8019,69,17776.80078,108.029999,326,115.07,148.520004,539.650024,4159010000,2053.439941
12/2/14,0.8075,66.88,17879.55078,108.510002,326.309998,114.629997,149.869995,538.590027,3686650000,2066.550049
12/3/14,0.8123,67.38,17912.61914,107.720001,316.5,115.93,149.729996,536.969971,3612680000,2074.330078
12/4/14,0.8078,66.81,17900.09961,107.559998,316.929993,115.489998,150.050003,542.580017,3408340000,2071.919922
12/5/14,0.8139,65.84,17958.78906,108.510002,312.630005,115,150.679993,528.080017,3419620000,2075.370117
12/8/14,0.8119,63.05,17852.48047,108.519997,306.640015,112.400002,151.940002,530.72998,3800990000,2060.310059
12/9/14,0.8081,63.82,17801.19922,108.050003,312.5,114.120003,150.460007,536.109985,3970150000,2059.820068
12/10/14,0.8034,60.94,17533.15039,106.239998,305.839996,111.949997,149.080002,528.039978,4114440000,2026.140015
12/11/14,0.8057,59.95,17596.33984,106.720001,307.359985,111.620003,150.130005,532.109985,3917950000,2035.329956
12/12/14,0.8024,57.81,17280.83008,104.43,307.320007,109.730003,146.460007,521.51001,4157650000,2002.329956
12/15/14,0.804,55.91,17180.83984,103.959999,306.070007,108.230003,146.119995,515.840027,4361990000,1989.630005
12/16/14,0.7993,55.93,17068.86914,102.760002,295.059998,106.75,145.279999,498.160004,4958680000,1972.73999
12/17/14,0.8102,56.47,17356.86914,104.07,298.880005,109.410004,148.449997,506.450012,4942370000,2012.890015
12/18/14,0.8139,54.11,17778.15039,106.809998,297.730011,112.650002,152.669998,514.619995,4703380000,2061.22998
12/19/14,0.8177,56.52,17804.80078,105.550003,299.899994,111.779999,151.559998,520.039978,6465530000,2070.649902
12/22/14,0.8176,55.26,17959.43945,106.739998,306.540009,112.940002,151.899994,532.299988,3369520000,2078.540039
12/23/14,0.8215,57.12,18024.16992,104.279999,306.290009,112.540001,151.75,538.77002,3043950000,2082.169922
12/24/14,0.82,55.84,18030.21094,104.589996,303.029999,112.010002,151.539993,536.929993,1416980000,2081.879883
12/26/14,0.8213,54.73,18053.71094,105.059998,309.089996,113.989998,151.350006,541.52002,1735230000,2088.77002
12/29/14,0.8229,53.61,18038.23047,105.330002,312.040009,113.910004,152.050003,537.309998,2452360000,2090.570068
12/30/14,0.8225,54.12,17983.07031,105.360001,310.299988,112.519997,152.089996,535.280029,2440280000,2080.350098
12/31/14,0.8266,53.27,17823.07031,104.57,310.350006,110.379997,150.149994,530.659973,2606070000,2058.899902
1/2/15,0.8332,52.69,17832.99023,104.519997,308.519989,109.330002,149.169998,529.549988,2708700000,2058.199951
1/5/15,0.838,50.04,17501.65039,103.790001,302.190002,106.25,147,519.460022,3799120000,2020.579956
1/6/15,0.8411,47.93,17371.64063,103.279999,295.290009,106.260002,146.839996,506.640015,4460110000,2002.609985
1/7/15,0.8447,48.65,17584.51953,105.559998,298.420013,107.75,148.880005,505.149994,3805480000,2025.900024
1/8/15,0.848,48.79,17907.86914,106.389999,300.459991,111.889999,151.369995,506.910004,3934010000,2062.139893
1/9/15,0.8445,48.36,17737.36914,104.940002,296.929993,112.010002,149.470001,500.720001,3364140000,2044.810059
1/12/15,0.8451,46.07,17640.83984,104.580002,291.410004,109.25,148.279999,497.059998,3456460000,2028.26001
1/13/15,0.8495,45.89,17613.67969,104.760002,294.73999,110.220001,148.630005,501.799988,4107300000,2023.030029
1/14/15,0.8482,48.48,17427.08984,104,293.269989,109.800003,147.820007,505.929993,4378680000,2011.27002
1/15/15,0.8598,46.25,17320.71094,102.489998,286.950012,106.82,147.580002,504.01001,4276720000,1992.670044
1/16/15,0.8643,48.69,17511.57031,104.040001,290.73999,105.989998,149.210007,510.459991,4056410000,2019.420044
1/20/15,0.8658,46.39,17515.23047,101.290001,289.440002,108.720001,148.630005,509.940002,3944340000,2022.550049
1/21/15,0.8613,47.78,17554.2793,101.900002,297.25,109.550003,147.179993,520.390015,3730070000,2032.119995
1/22/15,0.8798,46.31,17813.98047,103.760002,310.320007,112.400002,150.149994,537.299988,4176050000,2063.149902
1/23/15,0.8922,45.59,17672.59961,102.199997,312.390015,112.980003,149.119995,541.950012,3573560000,2051.820068
1/26/15,0.8898,45.15,17678.69922,102.260002,309.660004,113.099998,149.699997,536.719971,3465760000,2057.090088
1/27/15,0.8786,46.23,17387.21094,102.089996,306.75,109.139999,147.649994,521.190002,3329810000,2029.550049
1/28/15,0.8859,44.45,17191.36914,101.480003,303.910004,115.309998,144.779999,512.429993,4067530000,2002.160034
1/29/15,0.8834,44.53,17416.84961,102.379997,311.779999,118.900002,146.289993,513.22998,4127140000,2021.25
1/30/15,0.8859,48.24,17164.94922,100.139999,354.529999,117.160004,143.910004,537.549988,4568650000,1994.98999
2/2/15,0.8817,49.57,17361.03906,100.830002,364.470001,118.629997,146.729996,532.200012,4008330000,2020.849976
2/3/15,0.871,53.05,17666.40039,102.459999,363.549988,118.650002,148.289993,533.299988,4615900000,2050.030029
2/4/15,0.8813,48.45,17673.01953,101.360001,364.75,119.559998,147.529999,526.099976,4141920000,2041.51001
2/5/15,0.8714,50.48,17884.88086,102.459999,373.890015,119.940002,149.669998,529.830017,3821990000,2062.52002
2/6/15,0.8837,51.69,17824.28906,101.099998,374.279999,118.93,150.179993,533.880005,4232970000,2055.469971
2/9/15,0.8831,52.86,17729.21094,99.779999,370.559998,119.720001,149.130005,529.280029,3549540000,2046.73999
2/10/15,0.8833,50.02,17868.75977,100.349998,373,122.019997,149.919998,540.159973,3669850000,2068.590088
2/11/15,0.8823,48.84,17862.14063,100.379997,375.140015,124.879997,149.679993,538,3596860000,2068.530029
2/12/15,0.877,51.21,17972.38086,98.440002,377.170013,126.459999,149.789993,546.01001,3788350000,2088.47998
2/13/15,0.8783,52.78,18019.34961,99.620003,381.829987,127.080002,148.339996,551.159973,3527450000,2096.98999
2/17/15,0.8762,53.53,18047.58008,100.440002,375.429993,127.830002,149.169998,545.01001,3361750000,2100.340088
2/18/15,0.8774,52.14,18029.84961,99.959999,373.369995,128.720001,148.669998,542.650024,3370020000,2099.679932
2/19/15,0.8798,51.16,17985.76953,100.699997,379,128.449997,147.479996,546.450012,3247100000,2097.449951
2/20/15,0.8787,50.34,18140.43945,100.260002,383.660004,129.5,148.720001,541.799988,3281600000,2110.300049
2/23/15,0.8824,49.45,18116.83984,100.18,380.140015,133,147.369995,535,3093680000,2109.659912
2/24/15,0.8818,49.28,18209.18945,100.699997,378.589996,132.169998,148.949997,538.650024,3199840000,2115.47998
2/25/15,0.8801,50.99,18224.57031,101.209999,385.369995,128.789993,148.779999,547.330017,3312340000,2113.860107
2/26/15,0.8931,48.17,18214.41992,102.800003,384.799988,130.419998,148.339996,559.289978,3408690000,2110.73999
2/27/15,0.8932,49.76,18132.69922,102.510002,380.160004,128.460007,147.410004,562.630005,3547380000,2104.5
3/2/15,0.8941,49.59,18288.63086,103.220001,385.660004,129.089996,147.080002,575.02002,3409490000,2117.389893
3/3/15,0.8947,50.52,18203.36914,102.339996,384.609985,129.360001,145.929993,578.789978,3262300000,2107.780029
3/4/15,0.9026,51.53,18096.90039,101.650002,382.720001,128.539993,144.919998,578.330017,3421110000,2098.530029
3/5/15,0.9066,50.76,18135.7207,102.519997,387.829987,126.410004,146.059998,581.429993,3103030000,2101.040039
3/6/15,0.9222,49.61,17856.7793,100.110001,380.089996,126.599998,145.279999,572.900024,3853570000,2071.26001
3/9/15,0.9214,50,17995.7207,100.660004,378.559998,127.139999,146.130005,574.099976,3349090000,2079.429932
3/10/15,0.9347,48.29,17662.93945,99.529999,369.51001,124.510002,143.190002,559.849976,3668900000,2044.160034
3/11/15,0.9482,48.17,17635.39063,98.32,366.369995,122.239998,143.440002,555.690002,3406570000,2040.23999
3/12/15,0.9403,47.05,17895.2207,99.830002,374.23999,124.449997,145.669998,561.169983,3405860000,2065.949951
3/13/15,0.9528,44.84,17749.31055,99.209999,370.579987,123.589996,143.970001,553,3498560000,2053.399902
3/16/15,0.9462,43.88,17977.41992,101.059998,373.350006,124.949997,145.979996,561.640015,3295600000,2081.189941
3/17/15,0.9435,43.46,17849.08008,99.889999,371.920013,127.040001,144.75,557.609985,3221840000,2074.280029
3/18/15,0.9203,44.66,18076.18945,101.459999,375.140015,128.470001,146,566.159973,4128210000,2099.5
3/19/15,0.9381,43.96,17959.0293,101.690002,373.23999,127.5,144.880005,563.669983,3305220000,2089.27002
3/20/15,0.9241,45.72,18127.65039,102.400002,378.48999,125.900002,145.529999,564.950012,5554120000,2108.100098
3/23/15,0.9135,47.45,18116.03906,102.980003,375.109985,127.209999,145.559998,565.369995,3267960000,2104.419922
3/24/15,0.9152,47.51,18011.14063,101.959999,374.089996,126.690002,144.289993,577.539978,3189820000,2091.5
3/25/15,0.9114,49.21,17718.53906,100.339996,370.959991,123.379997,143.559998,567,3521140000,2061.050049
3/26/15,0.9188,51.43,17678.23047,100.139999,367.350006,124.239998,143.029999,563.640015,3510670000,2056.149902
3/27/15,0.9184,48.87,17712.66016,100.339996,370.559998,123.25,143.889999,557.549988,3008550000,2061.02002
3/30/15,0.9231,48.68,17976.31055,101.550003,374.589996,126.370003,145.979996,561.140015,2917690000,2086.23999
3/31/15,0.9319,47.6,17776.11914,100.599998,372.100006,124.43,144.320007,554.700012,3376550000,2067.889893
4/1/15,0.929,50.09,17698.17969,99.150002,370.26001,124.25,143.449997,549.48999,3543270000,2059.689941
4/2/15,0.9188,49.14,17763.24023,99.639999,372.25,125.32,143.559998,541.309998,3095960000,2066.959961
4/6/15,0.9154,52.14,17880.84961,99.160004,377.040009,127.349998,143.759995,543.950012,3302970000,2080.620117
4/7/15,0.9246,53.98,17875.41992,100.099998,374.410004,126.010002,143.059998,544.859985,3065510000,2076.330078
4/8/15,0.9276,50.42,17902.50977,100.160004,381.200012,125.599998,143.279999,548.840027,3265330000,2081.899902
4/9/15,0.9382,50.79,17958.73047,101.330002,383.540009,126.559998,143.649994,548.02002,3172360000,2091.179932
4/10/15,0.943,51.64,18057.65039,102.059998,382.649994,127.099998,143.5,548.539978,3156200000,2102.060059
4/13/15,0.9463,51.91,17977.03906,100.550003,382.359985,126.849998,143.460007,548.640015,2908420000,2092.429932
4/14/15,0.9386,53.29,18036.69922,100.519997,385.109985,126.300003,142.75,539.780029,3301270000,2095.840088
4/15/15,0.9358,56.39,18112.60938,100.599998,383.450012,126.779999,142.710007,541.039978,4013760000,2106.629883
4/16/15,0.9293,56.71,18105.76953,99.790001,386.040009,126.169998,142.100006,543.52002,3434120000,2104.98999
4/17/15,0.9254,55.74,17826.30078,99.580002,375.559998,124.75,140.699997,532.73999,3627600000,2081.179932
4/20/15,0.9311,56.38,18034.92969,100.209999,389.51001,127.599998,142.089996,544.530029,3000160000,2100.399902
4/21/15,0.9315,55.26,17949.58984,100.300003,391.179993,126.910004,141.139999,542.919983,3243410000,2097.290039
4/22/15,0.9323,56.16,18038.26953,100.43,389.799988,128.619995,141.990005,549.179993,3348480000,2107.959961
4/23/15,0.9237,57.74,18058.68945,100.459999,389.98999,129.669998,142.429993,557.460022,3636670000,2112.929932
4/24/15,0.9196,57.15,18080.14063,101.080002,445.100006,130.279999,142.089996,573.659973,3375780000,2117.689941
4/27/15,0.9184,56.99,18037.9707,100.580002,438.559998,132.649994,141.089996,566.119995,3438750000,2108.919922
4/28/15,0.9106,57.06,18110.14063,100.739998,429.309998,130.559998,142.520004,564.369995,3546270000,2114.76001
4/29/15,0.8983,58.58,18035.5293,100.389999,429.369995,128.639999,142.410004,561.390015,4074970000,2106.850098
4/30/15,0.8909,59.63,17840.51953,99.199997,421.779999,125.150002,141.210007,548.77002,4509680000,2085.51001
5/1/15,0.8927,59.15,18024.06055,100.129997,422.869995,128.949997,143.360001,551.159973,3379390000,2108.290039
5/4/15,0.8972,58.93,18070.40039,100.349998,423.040009,128.699997,146.149994,552.840027,3091580000,2114.48999
5/5/15,0.894,60.4,17928.19922,99.5,421.190002,125.800003,144.559998,543.039978,3793950000,2089.459961
5/6/15,0.8808,60.93,17841.98047,99.169998,419.100006,125.010002,143.779999,535.080017,3792210000,2080.149902
5/7/15,0.8876,58.94,17924.06055,99.660004,426.880005,125.260002,145.309998,542.039978,3676640000,2088
5/8/15,0.8925,59.39,18191.10938,101.470001,433.690002,127.620003,148.309998,548.950012,3399440000,2116.100098
5/11/15,0.8964,59.25,18105.16992,101.029999,432.850006,126.32,146.169998,545.780029,2992670000,2105.330078
5/12/15,0.8917,60.75,18068.23047,100.470001,431.019989,125.870003,144.789993,538.72998,3139520000,2099.120117
5/13/15,0.8805,60.5,18060.49023,100.550003,426.869995,126.010002,144.259995,539.48999,3374260000,2098.47998
5/14/15,0.8764,59.88,18252.24023,101.830002,432.279999,128.949997,145.779999,549.200012,3225740000,2121.100098
5/15/15,0.8732,59.69,18272.56055,102.300003,426,128.770004,145.259995,546.48999,3092080000,2122.72998
5/18/15,0.8838,59.43,18298.88086,103.419998,425.23999,130.190002,145.830002,546.669983,2888190000,2129.199951
5/19/15,0.8969,57.26,18312.39063,103.959999,421.709991,130.070007,146.539993,549.280029,3296030000,2127.830078
5/20/15,0.9014,58.98,18285.40039,103.599998,423.859985,130.059998,145.940002,552.51001,3025880000,2125.850098
5/21/15,0.8999,60.72,18285.74023,102.419998,431.630005,131.389999,145.270004,556.809998,3070460000,2130.820068
5/22/15,0.9077,59.72,18232.01953,101.349998,427.630005,132.539993,144.600006,554.52002,2571860000,2126.060059
5/26/15,0.9196,58.03,18041.53906,100.82,425.470001,129.619995,143.630005,547.190002,3342130000,2104.199951
5/27/15,0.917,57.51,18162.99023,101.129997,431.420013,132.039993,144.75,554.25,3127960000,2123.47998
5/28/15,0.9133,57.68,18126.11914,101.150002,426.570007,131.779999,144.740005,554.179993,2980350000,2120.790039
5/29/15,0.9101,60.3,18010.67969,100.139999,429.230011,130.279999,143,545.320007,3927390000,2107.389893
6/1/15,0.9151,60.2,18040.36914,100.040001,430.920013,130.539993,143.350006,549.210022,3011710000,2111.72998
6/2/15,0.8965,61.26,18011.93945,99.980003,430.98999,129.960007,143.029999,553.950012,3049350000,2109.600098
6/3/15,0.8871,59.64,18076.26953,100.089996,436.589996,130.119995,143.190002,555.289978,3099980000,2114.070068
6/4/15,0.8898,58,17905.58008,99.230003,430.779999,129.360001,141.369995,551.690002,3200050000,2095.840088
6/5/15,0.8999,59.13,17849.46094,98.589996,426.950012,128.649994,140.759995,549.530029,3243690000,2092.830078
6/8/15,0.8857,58.14,17766.55078,97.959999,423.5,127.800003,139.520004,543.47998,2917150000,2079.280029
6/9/15,0.8862,60.14,17764.03906,98.209999,425.480011,127.419998,139.630005,542.159973,3034580000,2080.149902
6/10/15,0.8829,61.43,18000.40039,98.879997,430.769989,128.880005,140.860001,552.599976,3414320000,2105.199951
6/11/15,0.8882,60.77,18039.36914,99.239998,432.970001,128.589996,141.360001,550.039978,3128600000,2108.860107
6/12/15,0.8873,59.96,17898.83984,98.349998,429.920013,127.169998,140.289993,547.469971,2719400000,2094.110107
6/15/15,0.8862,59.52,17791.16992,97.489998,423.670013,126.919998,139.399994,543,3061570000,2084.429932
6/16/15,0.8891,59.97,17904.48047,98.360001,427.26001,127.599998,139.710007,544.869995,2919900000,2096.290039
6/17/15,0.8821,59.92,17935.74023,98.730003,427.809998,127.300003,139.970001,546.599976,3222240000,2100.439941
6/18/15,0.8802,60.45,18115.83984,100.360001,439.390015,127.879997,142.669998,556.179993,3520360000,2121.23999
6/19/15,0.8808,59.61,18015.94922,99.860001,434.920013,126.599998,140.960007,557.52002,4449810000,2109.98999
6/22/15,0.8818,59.68,18119.7793,100.089996,436.290009,127.610001,141.529999,559.679993,3030020000,2122.850098
6/23/15,0.8952,61.01,18144.07031,99.779999,445.98999,127.029999,141.330002,563.390015,3091190000,2124.199951
6/24/15,0.8924,60.27,17966.07031,99.330002,440.839996,128.110001,140.089996,558.570007,3102480000,2108.580078
6/25/15,0.8925,59.7,17890.35938,99.120003,440.100006,127.5,139.449997,557.950012,3214610000,2102.310059
6/26/15,0.8956,59.63,17946.67969,99.639999,438.100006,126.75,139.779999,553.059998,5025470000,2101.48999
6/29/15,0.89,58.33,17596.34961,97.68,429.859985,124.529999,136.509995,541.25,3678960000,2057.639893
6/30/15,0.8979,59.47,17619.50977,97.459999,434.089996,125.43,136.110001,540.039978,4078540000,2063.110107
7/1/15,0.9047,56.96,17757.91016,98.470001,437.390015,126.599998,137.520004,543.299988,3727260000,2077.419922
7/2/15,0.9022,56.93,17730.10938,98.440002,437.709991,126.440002,137.389999,547.340027,2996540000,2076.780029
7/6/15,0.9044,52.53,17683.58008,98.199997,436.040009,126,136.889999,545.619995,3486360000,2068.76001
7/7/15,0.9081,52.33,17776.91016,98.919998,436.720001,125.690002,138.440002,550.030029,4458660000,2081.340088
7/8/15,0.9026,51.65,17515.41992,97.769997,429.700012,122.57,136.899994,541.700012,3608780000,2046.680054
7/9/15,0.9059,52.78,17548.61914,98.400002,434.390015,120.07,138.25,544.650024,3446810000,2051.310059
7/10/15,0.8957,52.74,17760.41016,99.529999,443.51001,123.279999,139.729996,556.109985,3065070000,2076.620117
7/13/15,0.9088,52.2,17977.67969,100.269997,455.570007,125.660004,141.389999,571.72998,3096730000,2099.600098
7/14/15,0.9081,53.04,18053.58008,99.779999,465.570007,125.610001,141.119995,584.179993,3002120000,2108.949951
7/15/15,0.9133,51.41,18050.16992,100.419998,461.190002,126.82,142.610001,583.960022,3261810000,2107.399902
7/16/15,0.9195,50.91,18120.25,101.110001,475.480011,128.509995,143.919998,601.780029,3227080000,2124.290039
7/17/15,0.9234,50.89,18086.44922,100.080002,483.01001,129.619995,143.880005,699.619995,3362750000,2126.639893
7/20/15,0.9236,50.15,18100.41016,100.370003,488.100006,132.070007,144.509995,692.840027,3245870000,2128.280029
7/21/15,0.9143,50.36,17919.28906,100.339996,488,130.75,143.600006,695.349976,3343690000,2119.209961
7/22/15,0.9146,49.19,17851.03906,100.18,488.269989,125.220001,143.520004,695.099976,3694070000,2114.149902
7/23/15,0.9105,48.45,17731.91992,100.199997,482.179993,125.160004,142.179993,674.72998,3772810000,2102.149902
7/24/15,0.9104,48.14,17568.5293,99.150002,529.419983,124.5,141.25,654.77002,3870040000,2079.649902
7/27/15,0.9014,47.39,17440.58984,98.279999,531.409973,122.769997,140.720001,658.27002,3836750000,2067.639893
7/28/15,0.9042,47.98,17630.26953,99.019997,526.030029,123.379997,143.220001,659.659973,4117740000,2093.25
7/29/15,0.9103,48.79,17751.39063,99.730003,529,122.989998,142.919998,661.429993,4038900000,2108.570068
7/30/15,0.9146,48.52,17745.98047,99.839996,536.76001,122.370003,142.850006,664.559998,3579410000,2108.629883
7/31/15,0.9101,47.12,17689.85938,100.209999,536.150024,121.300003,142.740005,657.5,3681340000,2103.840088
8/3/15,0.9132,45.17,17598.19922,100.019997,535.030029,118.440002,142.330002,664.719971,3476770000,2098.040039
8/4/15,0.9189,45.74,17550.68945,99.800003,531.900024,114.639999,142.679993,661.280029,3546710000,2093.320068
8/5/15,0.9169,45.15,17540.4707,100.519997,537.01001,115.400002,143.5,673.289978,3968680000,2099.840088
8/6/15,0.9153,44.66,17419.75,99.07,529.460022,115.129997,143.350006,670.150024,4246570000,2083.560059
8/7/15,0.9117,43.87,17373.38086,98.849998,522.619995,115.519997,143.550003,664.390015,3602320000,2077.570068
8/10/15,0.9074,44.96,17615.16992,99.790001,524,119.720001,143.419998,663.140015,3514460000,2104.179932
8/11/15,0.9058,43.08,17402.83984,99.010002,527.460022,113.489998,142.800003,690.299988,3708880000,2084.070068
8/12/15,0.8963,43.3,17402.50977,98.709999,525.909973,115.239998,141.600006,691.469971,4269130000,2086.050049
8/13/15,0.897,42.23,17408.25,98.480003,529.659973,115.150002,141.949997,686.51001,3221300000,2083.389893
8/14/15,0.9003,42.5,17477.40039,98.809998,531.52002,115.959999,142.570007,689.369995,2795590000,2091.540039
